#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  52200      4.60e-02    3.62e-02      7.08e-04    4.85e-04      1.74e-02    1.37e-02    5.9e-06
  52300      4.19e-02    3.65e-02      2.90e-04    1.05e-04      1.59e-02    1.39e-02    5.9e-06
  52400      3.94e-02    4.75e-02      4.85e-04    1.05e-04      1.49e-02    1.80e-02    5.9e-06
  52500      4.13e-02    3.98e-02      8.90e-04    7.63e-04      1.55e-02    1.49e-02    5.9e-06
  52600      3.98e-02    4.51e-02      2.16e-04    5.71e-04      1.51e-02    1.71e-02    5.9e-06
  52700      4.24e-02    4.88e-02      4.41e-04    2.17e-04      1.60e-02    1.85e-02    5.9e-06
  52800      4.20e-02    4.01e-02      2.98e-04    2.01e-04      1.59e-02    1.52e-02    5.9e-06
  52900      3.84e-02    3.81e-02      2.44e-04    4.99e-04      1.46e-02    1.44e-02    5.9e-06
  53000      4.48e-02    4.35e-02      4.18e-04    4.79e-04      1.70e-02    1.65e-02    5.9e-06
  53100      4.13e-02    4.69e-02      2.78e-04    1.46e-04      1.57e-02    1.78e-02    5.9e-06
  53200      3.86e-02    3.61e-02      3.76e-04    3.99e-04      1.46e-02    1.37e-02    5.9e-06
  53300      4.20e-02    3.11e-02      3.31e-04    2.05e-04      1.59e-02    1.18e-02    5.9e-06
  53400      4.11e-02    3.40e-02      3.99e-04    6.25e-04      1.56e-02    1.28e-02    5.9e-06
  53500      4.20e-02    3.61e-02      5.29e-04    7.92e-04      1.59e-02    1.35e-02    5.9e-06
  53600      4.22e-02    3.91e-02      8.30e-04    7.88e-04      1.58e-02    1.47e-02    5.9e-06
  53700      4.01e-02    3.17e-02      1.33e-04    7.60e-05      1.53e-02    1.20e-02    5.9e-06
  53800      3.99e-02    4.49e-02      6.92e-04    4.22e-04      1.50e-02    1.70e-02    5.9e-06
  53900      4.03e-02    4.30e-02      1.62e-03    1.24e-03      1.45e-02    1.59e-02    5.9e-06
  54000      4.61e-02    3.13e-02      3.35e-04    3.35e-04      1.75e-02    1.19e-02    5.9e-06
  54100      4.26e-02    3.94e-02      1.32e-03    9.67e-04      1.57e-02    1.47e-02    5.9e-06
  54200      4.14e-02    3.87e-02      3.14e-04    8.75e-05      1.57e-02    1.47e-02    5.9e-06
  54300      4.09e-02    3.93e-02      3.87e-04    5.73e-04      1.55e-02    1.48e-02    5.9e-06
  54400      4.45e-02    4.15e-02      4.64e-04    3.86e-04      1.68e-02    1.57e-02    5.9e-06
  54500      4.07e-02    5.00e-02      4.86e-04    1.37e-03      1.54e-02    1.86e-02    5.9e-06
  54600      4.43e-02    4.04e-02      1.36e-04    7.33e-05      1.68e-02    1.54e-02    5.9e-06
  54700      4.26e-02    4.96e-02      3.13e-04    2.96e-04      1.62e-02    1.88e-02    5.9e-06
  54800      4.77e-02    3.58e-02      2.53e-04    1.04e-04      1.81e-02    1.36e-02    5.9e-06
  54900      4.05e-02    3.39e-02      1.88e-04    3.15e-05      1.54e-02    1.29e-02    5.9e-06
  55000      3.08e-02    3.07e-02      5.39e-04    5.75e-04      1.43e-02    1.43e-02    3.5e-06
  55100      3.47e-02    3.01e-02      6.46e-04    5.50e-04      1.61e-02    1.40e-02    3.5e-06
  55200      3.23e-02    2.75e-02      3.34e-04    2.32e-04      1.51e-02    1.29e-02    3.5e-06
  55300      3.12e-02    4.37e-02      4.55e-04    1.70e-04      1.45e-02    2.05e-02    3.5e-06
  55400      3.45e-02    4.31e-02      7.35e-04    4.19e-04      1.59e-02    2.01e-02    3.5e-06
  55500      3.56e-02    2.95e-02      3.91e-04    1.46e-04      1.66e-02    1.38e-02    3.5e-06
  55600      3.39e-02    3.48e-02      4.86e-04    3.42e-04      1.58e-02    1.63e-02    3.5e-06
  55700      3.32e-02    3.22e-02      3.40e-04    9.75e-05      1.55e-02    1.51e-02    3.5e-06
  55800      3.45e-02    3.39e-02      6.65e-04    6.43e-04      1.60e-02    1.57e-02    3.5e-06
  55900      3.32e-02    5.49e-02      1.30e-04    8.98e-04      1.55e-02    2.55e-02    3.5e-06
  56000      3.38e-02    4.23e-02      6.36e-04    5.98e-04      1.57e-02    1.97e-02    3.5e-06
  56100      3.18e-02    3.80e-02      1.30e-04    7.56e-04      1.49e-02    1.76e-02    3.5e-06
  56200      3.34e-02    4.45e-02      2.99e-04    1.01e-04      1.56e-02    2.09e-02    3.5e-06
  56300      3.37e-02    4.50e-02      1.42e-04    3.89e-04      1.58e-02    2.11e-02    3.5e-06
  56400      3.15e-02    2.44e-02      1.72e-04    3.81e-04      1.47e-02    1.13e-02    3.5e-06
  56500      3.47e-02    3.38e-02      1.04e-03    9.21e-04      1.58e-02    1.55e-02    3.5e-06
  56600      3.58e-02    3.72e-02      3.89e-04    2.41e-04      1.67e-02    1.74e-02    3.5e-06
  56700      3.34e-02    3.45e-02      2.90e-04    3.87e-04      1.56e-02    1.61e-02    3.5e-06
  56800      3.27e-02    3.32e-02      2.44e-04    2.39e-05      1.53e-02    1.56e-02    3.5e-06
  56900      3.04e-02    3.37e-02      2.38e-04    1.34e-04      1.42e-02    1.58e-02    3.5e-06
  57000      3.50e-02    3.31e-02      2.79e-04    4.91e-04      1.64e-02    1.54e-02    3.5e-06
  57100      3.32e-02    3.20e-02      3.85e-04    2.64e-04      1.54e-02    1.50e-02    3.5e-06
  57200      3.19e-02    2.96e-02      2.49e-04    4.57e-04      1.49e-02    1.38e-02    3.5e-06
  57300      3.35e-02    2.43e-02      3.01e-04    1.46e-04      1.56e-02    1.14e-02    3.5e-06
  57400      3.52e-02    3.87e-02      3.85e-04    6.26e-04      1.64e-02    1.80e-02    3.5e-06
  57500      3.48e-02    3.48e-02      2.89e-04    3.03e-04      1.63e-02    1.63e-02    3.5e-06
  57600      3.09e-02    3.15e-02      2.73e-04    2.37e-04      1.44e-02    1.47e-02    3.5e-06
  57700      3.68e-02    3.52e-02      1.34e-03    6.45e-04      1.65e-02    1.63e-02    3.5e-06
  57800      3.30e-02    3.90e-02      4.17e-04    1.42e-04      1.54e-02    1.83e-02    3.5e-06
  57900      3.25e-02    3.51e-02      2.97e-04    4.34e-04      1.52e-02    1.64e-02    3.5e-06
  58000      3.75e-02    3.94e-02      6.47e-04    2.88e-04      1.74e-02    1.84e-02    3.5e-06
  58100      3.61e-02    4.01e-02      8.18e-04    7.02e-05      1.66e-02    1.88e-02    3.5e-06
  58200      3.42e-02    3.60e-02      1.55e-04    3.90e-04      1.60e-02    1.68e-02    3.5e-06
  58300      3.50e-02    3.31e-02      3.93e-04    1.10e-04      1.63e-02    1.55e-02    3.5e-06
  58400      3.17e-02    3.44e-02      3.20e-04    1.74e-04      1.48e-02    1.61e-02    3.5e-06
  58500      3.05e-02    3.06e-02      2.11e-04    3.12e-04      1.42e-02    1.43e-02    3.5e-06
  58600      3.64e-02    3.37e-02      3.56e-04    3.62e-04      1.70e-02    1.57e-02    3.5e-06
  58700      3.16e-02    2.48e-02      2.92e-04    2.49e-04      1.48e-02    1.16e-02    3.5e-06
  58800      3.55e-02    3.13e-02      4.00e-04    1.55e-04      1.66e-02    1.47e-02    3.5e-06
  58900      3.63e-02    4.02e-02      7.17e-04    2.40e-04      1.68e-02    1.88e-02    3.5e-06
  59000      3.15e-02    4.40e-02      3.95e-04    4.91e-04      1.47e-02    2.06e-02    3.5e-06
  59100      3.25e-02    3.55e-02      1.75e-04    9.67e-05      1.52e-02    1.67e-02    3.5e-06
  59200      3.78e-02    3.31e-02      1.19e-03    1.05e-03      1.71e-02    1.50e-02    3.5e-06
  59300      3.38e-02    3.11e-02      3.07e-04    9.40e-05      1.58e-02    1.46e-02    3.5e-06
  59400      3.12e-02    3.65e-02      2.03e-04    4.57e-05      1.46e-02    1.71e-02    3.5e-06
  59500      3.59e-02    3.28e-02      1.37e-04    3.61e-04      1.68e-02    1.53e-02    3.5e-06
  59600      3.27e-02    2.70e-02      5.50e-04    7.35e-04      1.52e-02    1.23e-02    3.5e-06
  59700      3.31e-02    3.42e-02      1.59e-04    3.71e-04      1.55e-02    1.60e-02    3.5e-06
  59800      3.06e-02    3.29e-02      1.73e-04    5.61e-04      1.43e-02    1.53e-02    3.5e-06
  59900      3.26e-02    3.99e-02      2.19e-04    4.12e-04      1.53e-02    1.87e-02    3.5e-06
  60000      2.91e-02    2.54e-02      1.82e-04    6.41e-04      1.64e-02    1.41e-02    2.1e-06
  60100      2.79e-02    3.36e-02      2.63e-04    7.47e-04      1.58e-02    1.87e-02    2.1e-06
  60200      2.65e-02    2.49e-02      2.58e-04    2.82e-04      1.50e-02    1.40e-02    2.1e-06
  60300      2.93e-02    2.58e-02      2.70e-04    1.04e-04      1.66e-02    1.46e-02    2.1e-06
  60400      2.66e-02    3.22e-02      5.37e-04    2.55e-04      1.49e-02    1.82e-02    2.1e-06
  60500      2.71e-02    3.86e-02      2.83e-04    3.50e-04      1.53e-02    2.18e-02    2.1e-06
  60600      2.86e-02    2.30e-02      6.09e-04    2.37e-04      1.59e-02    1.30e-02    2.1e-06
  60700      2.60e-02    2.57e-02      3.18e-04    3.10e-04      1.47e-02    1.45e-02    2.1e-06
  60800      2.84e-02    2.63e-02      3.93e-04    7.17e-04      1.60e-02    1.45e-02    2.1e-06
  60900      2.61e-02    2.67e-02      4.17e-04    4.85e-04      1.46e-02    1.49e-02    2.1e-06
  61000      2.77e-02    2.76e-02      3.03e-04    3.26e-04      1.56e-02    1.55e-02    2.1e-06
  61100      2.82e-02    3.49e-02      3.78e-04    8.66e-05      1.59e-02    1.97e-02    2.1e-06
  61200      2.72e-02    2.48e-02      2.60e-04    1.20e-04      1.53e-02    1.40e-02    2.1e-06
  61300      2.95e-02    2.52e-02      4.81e-04    1.81e-04      1.65e-02    1.42e-02    2.1e-06
  61400      2.79e-02    2.86e-02      1.89e-04    3.15e-04      1.58e-02    1.61e-02    2.1e-06
  61500      2.81e-02    2.10e-02      4.11e-04    1.81e-04      1.58e-02    1.19e-02    2.1e-06
  61600      2.72e-02    2.70e-02      4.70e-04    5.00e-04      1.53e-02    1.51e-02    2.1e-06
  61700      2.72e-02    2.98e-02      1.77e-04    3.86e-04      1.54e-02    1.68e-02    2.1e-06
  61800      2.72e-02    2.64e-02      3.12e-04    2.15e-04      1.53e-02    1.49e-02    2.1e-06
  61900      2.78e-02    1.95e-02      1.60e-04    6.68e-05      1.57e-02    1.11e-02    2.1e-06
  62000      2.94e-02    2.43e-02      2.72e-04    5.53e-04      1.66e-02    1.35e-02    2.1e-06
  62100      2.84e-02    2.83e-02      9.37e-04    8.72e-04      1.55e-02    1.55e-02    2.1e-06
  62200      2.72e-02    2.42e-02      4.12e-04    7.32e-04      1.52e-02    1.33e-02    2.1e-06
  62300      2.94e-02    2.43e-02      1.45e-04    7.57e-05      1.66e-02    1.37e-02    2.1e-06
  62400      3.20e-02    3.59e-02      7.32e-04    5.77e-04      1.78e-02    2.02e-02    2.1e-06
  62500      2.74e-02    2.89e-02      1.97e-04    2.03e-04      1.55e-02    1.63e-02    2.1e-06
  62600      2.70e-02    2.24e-02      6.37e-04    7.10e-04      1.50e-02    1.23e-02    2.1e-06
  62700      2.74e-02    2.39e-02      2.91e-04    6.06e-04      1.54e-02    1.32e-02    2.1e-06
  62800      2.80e-02    3.77e-02      4.77e-04    3.92e-04      1.56e-02    2.13e-02    2.1e-06
  62900      2.70e-02    2.99e-02      1.88e-04    2.21e-04      1.52e-02    1.69e-02    2.1e-06
  63000      3.08e-02    2.42e-02      2.22e-04    8.94e-05      1.74e-02    1.37e-02    2.1e-06
  63100      3.01e-02    2.78e-02      8.15e-05    1.81e-04      1.70e-02    1.57e-02    2.1e-06
  63200      2.70e-02    3.26e-02      3.25e-04    7.63e-04      1.52e-02    1.82e-02    2.1e-06
  63300      2.94e-02    2.47e-02      2.16e-04    3.16e-04      1.66e-02    1.39e-02    2.1e-06
  63400      2.70e-02    3.16e-02      3.33e-04    4.84e-04      1.52e-02    1.78e-02    2.1e-06
  63500      2.74e-02    2.70e-02      5.46e-04    5.08e-04      1.53e-02    1.51e-02    2.1e-06
  63600      2.98e-02    3.42e-02      2.21e-04    2.45e-04      1.68e-02    1.93e-02    2.1e-06
  63700      2.88e-02    2.63e-02      1.87e-04    1.17e-04      1.63e-02    1.49e-02    2.1e-06
  63800      2.72e-02    3.01e-02      2.00e-04    2.85e-04      1.53e-02    1.70e-02    2.1e-06
  63900      2.82e-02    5.44e-02      4.91e-04    1.02e-03      1.58e-02    3.04e-02    2.1e-06
  64000      2.69e-02    3.36e-02      4.07e-04    7.04e-05      1.51e-02    1.90e-02    2.1e-06
  64100      2.76e-02    2.11e-02      1.90e-04    2.75e-04      1.56e-02    1.19e-02    2.1e-06
  64200      2.74e-02    2.54e-02      5.50e-04    7.40e-04      1.52e-02    1.40e-02    2.1e-06
  64300      2.43e-02    3.22e-02      1.50e-04    3.18e-04      1.37e-02    1.82e-02    2.1e-06
  64400      2.88e-02    2.53e-02      4.95e-04    6.33e-04      1.61e-02    1.40e-02    2.1e-06
  64500      2.86e-02    3.27e-02      4.01e-04    2.09e-04      1.60e-02    1.85e-02    2.1e-06
  64600      2.61e-02    3.01e-02      1.17e-04    3.50e-04      1.48e-02    1.70e-02    2.1e-06
  64700      3.02e-02    2.60e-02      1.46e-04    4.57e-04      1.71e-02    1.45e-02    2.1e-06
  64800      2.98e-02    3.56e-02      4.98e-04    2.95e-04      1.66e-02    2.01e-02    2.1e-06
  64900      2.85e-02    2.81e-02      1.37e-04    7.82e-05      1.61e-02    1.59e-02    2.1e-06
  65000      2.24e-02    2.89e-02      2.11e-04    8.84e-04      1.48e-02    1.86e-02    1.3e-06
  65100      2.38e-02    2.01e-02      2.96e-04    2.14e-04      1.56e-02    1.33e-02    1.3e-06
  65200      2.27e-02    2.10e-02      3.44e-04    2.78e-04      1.49e-02    1.39e-02    1.3e-06
  65300      2.28e-02    1.86e-02      3.21e-04    1.53e-04      1.50e-02    1.23e-02    1.3e-06
  65400      2.12e-02    2.03e-02      1.04e-04    2.13e-04      1.41e-02    1.34e-02    1.3e-06
  65500      2.57e-02    2.11e-02      3.74e-04    9.09e-05      1.69e-02    1.40e-02    1.3e-06
  65600      2.21e-02    2.46e-02      3.63e-04    3.89e-04      1.45e-02    1.62e-02    1.3e-06
  65700      2.39e-02    2.57e-02      2.84e-04    5.27e-05      1.58e-02    1.70e-02    1.3e-06
  65800      2.26e-02    2.92e-02      8.27e-04    2.27e-06      1.44e-02    1.94e-02    1.3e-06
  65900      2.26e-02    2.30e-02      3.19e-04    3.65e-04      1.49e-02    1.52e-02    1.3e-06
  66000      2.30e-02    2.16e-02      2.37e-04    2.23e-04      1.52e-02    1.43e-02    1.3e-06
  66100      2.28e-02    2.49e-02      4.62e-04    1.06e-04      1.49e-02    1.65e-02    1.3e-06
  66200      2.31e-02    2.32e-02      1.49e-04    2.49e-04      1.53e-02    1.54e-02    1.3e-06
  66300      2.39e-02    2.43e-02      1.86e-04    4.70e-05      1.58e-02    1.62e-02    1.3e-06
  66400      2.48e-02    1.78e-02      1.77e-04    4.84e-04      1.64e-02    1.15e-02    1.3e-06
  66500      2.40e-02    2.88e-02      1.62e-04    5.71e-04      1.59e-02    1.89e-02    1.3e-06
  66600      2.28e-02    2.05e-02      1.65e-04    1.60e-04      1.51e-02    1.36e-02    1.3e-06
  66700      2.27e-02    2.80e-02      3.17e-04    4.30e-04      1.50e-02    1.85e-02    1.3e-06
  66800      2.29e-02    2.54e-02      2.79e-04    5.83e-04      1.51e-02    1.66e-02    1.3e-06
  66900      2.35e-02    2.83e-02      1.49e-04    5.93e-04      1.56e-02    1.85e-02    1.3e-06
  67000      2.65e-02    2.27e-02      5.65e-04    2.51e-04      1.72e-02    1.50e-02    1.3e-06
  67100      2.46e-02    4.32e-02      3.25e-04    4.38e-04      1.62e-02    2.86e-02    1.3e-06
  67200      2.66e-02    3.25e-02      3.45e-04    6.92e-06      1.75e-02    2.16e-02    1.3e-06
  67300      2.45e-02    1.81e-02      3.94e-04    3.12e-04      1.61e-02    1.19e-02    1.3e-06
  67400      2.49e-02    2.34e-02      1.54e-04    2.52e-06      1.65e-02    1.56e-02    1.3e-06
  67500      2.23e-02    2.45e-02      7.84e-05    1.59e-04      1.48e-02    1.62e-02    1.3e-06
  67600      2.72e-02    2.18e-02      2.71e-04    2.96e-04      1.80e-02    1.44e-02    1.3e-06
  67700      2.50e-02    3.19e-02      1.77e-04    1.33e-05      1.65e-02    2.12e-02    1.3e-06
  67800      2.70e-02    1.75e-02      5.73e-04    1.18e-04      1.76e-02    1.16e-02    1.3e-06
  67900      2.19e-02    2.15e-02      2.16e-04    3.84e-04      1.45e-02    1.41e-02    1.3e-06
  68000      2.41e-02    2.38e-02      5.72e-04    1.24e-04      1.57e-02    1.58e-02    1.3e-06
  68100      2.29e-02    2.40e-02      4.90e-04    5.43e-05      1.49e-02    1.59e-02    1.3e-06
  68200      2.23e-02    3.38e-02      8.12e-05    5.89e-04      1.48e-02    2.22e-02    1.3e-06
  68300      2.48e-02    2.47e-02      9.66e-05    4.32e-05      1.65e-02    1.64e-02    1.3e-06
  68400      2.55e-02    2.83e-02      3.98e-04    3.43e-05      1.68e-02    1.88e-02    1.3e-06
  68500      2.63e-02    2.02e-02      9.69e-04    3.65e-04      1.67e-02    1.32e-02    1.3e-06
  68600      2.58e-02    2.38e-02      6.76e-04    1.24e-04      1.67e-02    1.58e-02    1.3e-06
  68700      2.47e-02    2.06e-02      2.93e-04    8.00e-04      1.63e-02    1.30e-02    1.3e-06
  68800      2.41e-02    5.13e-02      1.67e-04    7.22e-04      1.60e-02    3.38e-02    1.3e-06
  68900      2.57e-02    2.60e-02      3.57e-04    7.30e-06      1.69e-02    1.72e-02    1.3e-06
  69000      2.36e-02    2.98e-02      1.98e-04    8.31e-05      1.56e-02    1.98e-02    1.3e-06
  69100      2.22e-02    2.06e-02      3.67e-04    3.50e-05      1.46e-02    1.37e-02    1.3e-06
  69200      2.34e-02    2.17e-02      6.62e-04    7.94e-04      1.51e-02    1.38e-02    1.3e-06
  69300      2.28e-02    1.85e-02      1.80e-04    2.79e-04      1.51e-02    1.22e-02    1.3e-06
  69400      2.27e-02    2.08e-02      2.94e-04    5.62e-05      1.50e-02    1.38e-02    1.3e-06
  69500      2.48e-02    2.12e-02      2.61e-04    7.70e-05      1.64e-02    1.41e-02    1.3e-06
  69600      2.48e-02    2.37e-02      2.93e-04    2.43e-04      1.63e-02    1.57e-02    1.3e-06
  69700      2.34e-02    1.78e-02      2.21e-04    4.36e-04      1.55e-02    1.16e-02    1.3e-06
  69800      2.27e-02    2.40e-02      4.29e-04    6.71e-04      1.48e-02    1.55e-02    1.3e-06
  69900      2.59e-02    2.49e-02      1.36e-03    8.83e-04      1.56e-02    1.58e-02    1.3e-06
  70000      2.21e-02    2.08e-02      5.01e-04    3.05e-04      1.64e-02    1.55e-02    7.6e-07
  70100      2.38e-02    1.29e-02      4.31e-04    1.39e-04      1.76e-02    9.70e-03    7.6e-07
  70200      1.97e-02    1.92e-02      2.54e-04    1.20e-04      1.47e-02    1.45e-02    7.6e-07
  70300      2.32e-02    2.63e-02      2.36e-04    6.93e-04      1.74e-02    1.94e-02    7.6e-07
  70400      2.14e-02    1.76e-02      2.31e-04    4.38e-05      1.60e-02    1.33e-02    7.6e-07
  70500      2.07e-02    2.02e-02      2.15e-04    2.64e-04      1.55e-02    1.52e-02    7.6e-07
  70600      2.19e-02    2.03e-02      2.60e-04    1.82e-04      1.64e-02    1.52e-02    7.6e-07
  70700      1.91e-02    2.70e-02      2.08e-04    1.40e-04      1.44e-02    2.04e-02    7.6e-07
  70800      2.11e-02    1.84e-02      3.07e-04    3.83e-04      1.57e-02    1.37e-02    7.6e-07
  70900      1.94e-02    1.35e-02      3.76e-04    2.28e-04      1.44e-02    1.01e-02    7.6e-07
  71000      2.07e-02    2.17e-02      4.68e-04    1.77e-04      1.54e-02    1.64e-02    7.6e-07
  71100      2.07e-02    3.79e-02      2.52e-04    1.48e-04      1.55e-02    2.85e-02    7.6e-07
  71200      2.32e-02    1.89e-02      2.64e-04    2.49e-04      1.74e-02    1.42e-02    7.6e-07
  71300      2.01e-02    2.12e-02      1.36e-04    3.82e-04      1.51e-02    1.58e-02    7.6e-07
  71400      2.04e-02    1.93e-02      1.55e-04    3.10e-04      1.53e-02    1.44e-02    7.6e-07
  71500      2.05e-02    2.47e-02      1.42e-04    2.82e-04      1.54e-02    1.85e-02    7.6e-07
  71600      2.03e-02    1.16e-02      1.36e-04    1.11e-06      1.53e-02    8.74e-03    7.6e-07
  71700      2.02e-02    2.67e-02      1.53e-04    6.88e-04      1.52e-02    1.97e-02    7.6e-07
  71800      2.25e-02    4.12e-02      2.78e-04    5.35e-04      1.69e-02    3.09e-02    7.6e-07
  71900      2.16e-02    4.48e-02      4.22e-04    7.61e-04      1.59e-02    3.34e-02    7.6e-07
  72000      2.02e-02    1.89e-02      2.49e-04    5.25e-04      1.52e-02    1.39e-02    7.6e-07
  72100      2.24e-02    2.14e-02      3.26e-04    4.92e-04      1.67e-02    1.59e-02    7.6e-07
  72200      2.09e-02    1.92e-02      3.74e-04    3.22e-04      1.56e-02    1.43e-02    7.6e-07
  72300      2.20e-02    2.44e-02      2.58e-04    1.38e-04      1.65e-02    1.84e-02    7.6e-07
  72400      2.15e-02    2.01e-02      3.98e-04    2.38e-04      1.60e-02    1.51e-02    7.6e-07
  72500      2.12e-02    2.18e-02      2.08e-04    7.83e-05      1.59e-02    1.64e-02    7.6e-07
  72600      2.04e-02    2.30e-02      2.40e-04    5.65e-04      1.53e-02    1.70e-02    7.6e-07
  72700      2.16e-02    2.13e-02      4.30e-04    3.36e-04      1.61e-02    1.59e-02    7.6e-07
  72800      1.99e-02    2.39e-02      1.56e-04    1.43e-04      1.50e-02    1.80e-02    7.6e-07
  72900      1.95e-02    1.95e-02      1.75e-04    7.93e-05      1.46e-02    1.47e-02    7.6e-07
  73000      2.06e-02    1.98e-02      1.39e-04    2.00e-04      1.55e-02    1.49e-02    7.6e-07
  73100      2.06e-02    2.34e-02      1.97e-04    4.87e-04      1.55e-02    1.74e-02    7.6e-07
  73200      1.84e-02    2.27e-02      1.68e-04    2.01e-04      1.38e-02    1.70e-02    7.6e-07
  73300      2.16e-02    2.16e-02      1.10e-04    5.83e-06      1.63e-02    1.63e-02    7.6e-07
  73400      2.10e-02    2.05e-02      1.63e-04    7.67e-05      1.57e-02    1.54e-02    7.6e-07
  73500      2.05e-02    2.26e-02      5.30e-04    2.98e-04      1.51e-02    1.69e-02    7.6e-07
  73600      1.97e-02    2.13e-02      4.00e-04    1.53e-04      1.46e-02    1.60e-02    7.6e-07
  73700      2.05e-02    2.48e-02      1.34e-04    9.97e-04      1.54e-02    1.77e-02    7.6e-07
  73800      2.11e-02    4.44e-02      2.73e-04    3.09e-04      1.58e-02    3.34e-02    7.6e-07
  73900      2.14e-02    2.26e-02      2.97e-04    1.98e-04      1.60e-02    1.70e-02    7.6e-07
  74000      2.13e-02    1.97e-02      2.14e-04    2.85e-04      1.60e-02    1.47e-02    7.6e-07
  74100      2.31e-02    1.65e-02      3.59e-04    4.59e-04      1.72e-02    1.21e-02    7.6e-07
  74200      1.91e-02    1.62e-02      1.64e-04    1.94e-04      1.44e-02    1.22e-02    7.6e-07
  74300      2.50e-02    2.64e-02      3.68e-04    6.88e-04      1.86e-02    1.95e-02    7.6e-07
  74400      2.12e-02    2.15e-02      3.91e-04    9.29e-04      1.57e-02    1.52e-02    7.6e-07
  74500      2.53e-02    2.15e-02      3.67e-04    3.13e-06      1.89e-02    1.62e-02    7.6e-07
  74600      2.13e-02    2.08e-02      1.67e-04    3.17e-04      1.60e-02    1.55e-02    7.6e-07
  74700      2.50e-02    1.95e-02      7.05e-04    9.46e-05      1.83e-02    1.47e-02    7.6e-07
  74800      2.11e-02    1.78e-02      3.21e-04    1.05e-04      1.58e-02    1.34e-02    7.6e-07
  74900      2.36e-02    2.37e-02      1.36e-04    5.02e-04      1.78e-02    1.76e-02    7.6e-07
  75000      1.88e-02    1.10e-02      4.82e-04    1.44e-04      1.52e-02    9.11e-03    4.6e-07
  75100      2.14e-02    2.55e-02      1.97e-04    2.89e-04      1.77e-02    2.11e-02    4.6e-07
  75200      1.87e-02    2.32e-02      2.79e-04    8.03e-04      1.53e-02    1.84e-02    4.6e-07
  75300      1.73e-02    2.03e-02      2.46e-04    3.86e-05      1.42e-02    1.68e-02    4.6e-07
  75400      1.96e-02    1.76e-02      3.57e-04    3.87e-04      1.60e-02    1.44e-02    4.6e-07
  75500      1.81e-02    1.81e-02      1.25e-04    1.87e-04      1.50e-02    1.50e-02    4.6e-07
  75600      1.89e-02    2.23e-02      2.25e-04    3.67e-05      1.56e-02    1.85e-02    4.6e-07
  75700      1.99e-02    3.12e-02      3.08e-04    5.76e-04      1.63e-02    2.56e-02    4.6e-07
  75800      1.94e-02    1.28e-02      3.34e-04    3.71e-04      1.59e-02    1.03e-02    4.6e-07
  75900      1.90e-02    1.91e-02      2.21e-04    2.76e-04      1.56e-02    1.57e-02    4.6e-07
  76000      2.10e-02    2.33e-02      2.98e-04    3.12e-04      1.73e-02    1.92e-02    4.6e-07
  76100      1.92e-02    1.82e-02      2.15e-04    7.94e-05      1.59e-02    1.50e-02    4.6e-07
  76200      2.01e-02    2.16e-02      2.24e-04    5.37e-05      1.65e-02    1.79e-02    4.6e-07
  76300      1.98e-02    1.97e-02      3.89e-04    3.82e-04      1.62e-02    1.61e-02    4.6e-07
  76400      1.74e-02    1.84e-02      1.14e-04    9.21e-05      1.44e-02    1.52e-02    4.6e-07
  76500      1.81e-02    2.49e-02      1.06e-04    5.80e-04      1.50e-02    2.02e-02    4.6e-07
  76600      1.80e-02    1.78e-02      2.75e-04    5.64e-04      1.48e-02    1.43e-02    4.6e-07
  76700      1.92e-02    2.29e-02      1.20e-04    3.46e-04      1.59e-02    1.89e-02    4.6e-07
  76800      1.80e-02    1.57e-02      2.36e-04    1.72e-04      1.48e-02    1.30e-02    4.6e-07
  76900      1.90e-02    1.74e-02      1.62e-04    8.34e-05      1.57e-02    1.44e-02    4.6e-07
  77000      1.93e-02    1.44e-02      3.36e-04    4.12e-04      1.57e-02    1.16e-02    4.6e-07
  77100      1.84e-02    1.65e-02      3.44e-04    3.56e-05      1.51e-02    1.37e-02    4.6e-07
  77200      1.92e-02    1.57e-02      1.97e-04    3.73e-05      1.59e-02    1.30e-02    4.6e-07
  77300      1.86e-02    1.73e-02      2.46e-04    1.18e-05      1.53e-02    1.43e-02    4.6e-07
  77400      1.77e-02    1.93e-02      1.91e-04    4.09e-04      1.46e-02    1.58e-02    4.6e-07
  77500      1.73e-02    2.00e-02      8.16e-05    1.18e-04      1.43e-02    1.66e-02    4.6e-07
  77600      1.92e-02    2.56e-02      2.59e-04    9.42e-04      1.58e-02    2.02e-02    4.6e-07
  77700      1.86e-02    2.02e-02      5.60e-05    5.66e-04      1.54e-02    1.64e-02    4.6e-07
  77800      1.96e-02    1.65e-02      3.48e-04    2.26e-05      1.60e-02    1.37e-02    4.6e-07
  77900      1.84e-02    2.60e-02      4.27e-04    2.72e-04      1.50e-02    2.15e-02    4.6e-07
  78000      2.01e-02    2.20e-03      3.57e-04    4.75e-06      1.64e-02    1.82e-03    4.6e-07
  78100      1.72e-02    2.05e-02      1.95e-04    3.68e-04      1.42e-02    1.68e-02    4.6e-07
  78200      1.90e-02    2.06e-02      3.73e-04    7.14e-04      1.55e-02    1.64e-02    4.6e-07
  78300      1.95e-02    1.78e-02      1.24e-04    1.79e-04      1.62e-02    1.47e-02    4.6e-07
  78400      1.98e-02    2.34e-02      1.95e-04    2.15e-05      1.63e-02    1.94e-02    4.6e-07
